Property Ref,Account Holder 1,Account Holder 2,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Post Code,Liable From,RV,Description,Empty Y/N,Empty From,Discretionary Relief %,Mandatory Relief %,Small Business Rate Relief Y/N,Supporting Small Business Relief Y/N,Retail Hospitality and Leisure Relief Y/N
Ref:31527993004701,MAINLINE SHOW PRODUCTIONS LTD,,UNIT B12A BROADLANDS,,HEYWOOD DISTRIBUTION PARK,HEYWOOD,LANCS,,OL10 2TS,07.12.2017,14500,WAREHOUSE AND PREMISES,N,,0,0,Y,Y,N
Ref:31527993066427,LINEAR SUPPLY SOLUTIONS LIMITED,,UNIT B12E BROADLANDS,,HEYWOOD DISTRIBUTION PARK,HEYWOOD,LANCS,,OL10 2TS,18.06.2021,22000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527993575717,MORAN LOGISTICS LTD,,,,UNIT H1,HEYWOOD DISTRIBUTION PARK,HEYWOOD,,OL10 2TT,18.10.2016,392500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527993576829,IRON MOUNTAIN (UK) PLC,,UNIT H2,,HEYWOOD DISTRIBUTION PARK,HEYWOOD,,,OL10 2TT,04.12.2020,790000,WAREHOUSE AND PREMISES,Y,04.12.2020,0,0,N,N,N
Ref:31527993592684,FUSION DIGITAL PRINT LTD,,,,UNITS B8D & B8E BROADLANDS,HEYWOOD DISTRIBUTION PARK,HEYWOOD,,OL10 2TS,01.02.2016,35250,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:31527993942479,P AND M FABRICS LTD,,UNIT B12C BROADLANDS,,HEYWOOD DISTRIBUTION PARK,HEYWOOD,LANCS,,OL10 2TS,01.09.2021,18250,WAREHOUSE AND PREMISES,N,,0,0,N,Y,N
Ref:31527993963583,NOTEMACHINE UK LTD,,UNIT B4/BAY 7,,BROADLANDS,HEYWOOD DISTRIBUTION PARK,PILSWORTH ROAD,HEYWOOD,OL10 2TS,26.11.2014,47000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527994228398,HILLSTONE PRODUCTS LIMITED,,UNIT B12G BROADLANDS,,HEYWOOD DISTRIBUTION PARK,HEYWOOD,LANCS,,OL10 2TS,18.12.2023,39500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527994523862,MACFARLANE GROUP UK LIMITED,,,,UNIT B6 BROADLANDS,HEYWOOD DISTRIBUTION PARK,HEYWOOD,,OL10 2TZ,25.11.2021,565000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527994567579,MERE PRESS LTD T/A HURLEYS MENS,WEAR,UNIT B12F BROADLANDS,,HEYWOOD DISTRIBUTION PARK,HEYWOOD,LANCS,,OL10 2TS,06.02.2009,22000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527995634973,HEREF HEYWOOD PARK PROPERTY,UNIT TRUST,,,UNIT B10 BROADLANDS,HEYWOOD DISTRIBUTION PARK,HEYWOOD,,OL10 2TZ,17.02.2024,207000,WAREHOUSE AND PREMISES,Y,17.02.2024,0,0,N,N,N
Ref:31527995668059,R I WHEEL SYSTEMS LTD,,UNIT B12D BROADLANDS,,HEYWOOD DISTRIBUTION PARK,HEYWOOD,LANCS,,OL10 2TS,02.09.2020,18250,WAREHOUSE AND PREMISES,N,,0,0,N,Y,N
Ref:31527995780731,ROSSO & AZZURRO RETAIL LTD,,UNIT B4/BAYS 5-6,,BROADLANDS,HEYWOOD DISTRIBUTION PARK,HEYWOOD,LANCS,OL10 2TS,04.11.2022,142000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527995894970,JACK WAGHORN INTERNATIONAL,LIMITED,UNIT P1(BAY 3),,PARKLANDS,HEYWOOD DISTRIBUTION PARK,HEYWOOD,LANCS,OL10 2TA,28.03.2024,30750,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527996050043,THE FITTER'S FRIEND LIMITED,,,,P14 PARKLANDS,HEYWOOD,LANCASHIRE,,OL10 2TT,07.02.2020,267500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527996050044,ECOSCAPE UK LTD,,,,P15 PARKLANDS,HEYWOOD,LANCASHIRE,,OL10 2TT,26.11.2021,151000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527996285702,EUROSIMM LTD,,UNIT P16 PARKLANDS,,HEYWOOD DISTRIBUTION PARK,HEYWOOD,LANCS,,OL10 2TT,23.04.2015,139000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527996459194,COMPUDAL LIMITED,,,,UNIT P1/8 & 9 PARKLANDS,HEYWOOD DISTRIBUTION PARK,HEYWOOD,,OL10 2TT,24.09.2019,47750,Warehouse and Premises,N,,0,0,N,N,N
Ref:31527996522225,ROCHDALE BOROUGH COUNCIL,,UNIT P3/D,,PARKLANDS,HEYWOOD DISTRIBUTION PARK,HEYWOOD,,OL10 2TT,13.11.2020,12500,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:31527996751010,FOOTASYLUM LIMITED,,,,UNIT M3 MULBERRY,HEYWOOD DISTRIBUTION PARK,HEYWOOD,,OL10 2TR,11.03.2014,550000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527997732760,PROMAT UK LTD,,,,UNIT B1 BROADLANDS,HEYWOOD DISTRIBUTION PARK,HEYWOOD,,OL10 2TS,05.01.2015,249000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527997800086,COMPUDAL LIMITED,,,,UNIT P1 (BAY 4),PARKLANDS,HEYWOOD DISTRIBUTION PARK,HEYWOOD,OL10 2TA,13.10.2022,30250,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527997852787,IRON MOUNTAIN (UK) PLC,,UNIT P17 PARKLANDS,,HEYWOOD DISTRIBUTION PARK,HEYWOOD,LANCS,,OL10 2TT,31.08.2010,171000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31527998202942,HEREF HEYWOOD PARK TRUST,,,,UNITS B3A & B3B BROADLANDS,HEYWOOD DISTRIBUTION PARK,HEYWOOD,,OL10 2TS,30.11.2023,166000,WAREHOUSE AND PREMISES,Y,30.11.2023,0,0,N,N,N
Ref:31527999165345,UNIEXPRESS LIMITED,,UNIT B4/ BAYS 3 AND 4,BROADLANDS,HEYWOOD DISTRIBUTION PARK,PILSWORTH ROAD,HEYWOOD,,OL10 2TS,01.09.2021,143000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:3152799916535A,HEREF HEYWOOD PARK PROPERTY,TRUST,UNIT B4/ BAYS 1 AND 2,BROADLANDS,HEYWOOD DISTRIBUTION PARK,PILSWORTH ROAD,HEYWOOD,,OL10 2TS,19.03.2024,85000,WAREHOUSE AND PREMISES,Y,19.03.2024,0,0,N,N,N
Ref:31527999165805,GENERAL VACUUM EQUIPMENT LTD,,GENERAL VACUUM LTD,,BOBST LTD,PILSWORTH ROAD,HEYWOOD,LANCASHIRE,OL10 2TA,01.04.2005,475000,FACTORY AND PREMISES,N,,0,0,N,N,N
Ref:3152870069003A,MS STELLA BARLOW,,PIG AND WHISTLE,,138 PILSWORTH ROAD,HEYWOOD,LANCASHIRE,,OL10 3DY,15.08.2023,6100,PUBLIC HOUSE AND PREMISES,N,,0,0,N,N,Y
Ref:31528789974239,ROCH VALLEY LIMITED,,PENNINE BUSINESS PARK,,PILSWORTH ROAD,HEYWOOD,LANCASHIRE,,OL10 2TL,15.12.2006,174000,FACTORY AND PREMISES,N,,0,0,N,N,N
Ref:31528790002002,B-TEQ LLP,,,,UNIT 2 HIGHER BROADFIELD FARM,PILSWORTH ROAD,HEYWOOD,,OL10 2TA,01.04.2017,4700,Workshop and Premises,N,,0,0,Y,N,N
Ref:31528790003003,VENTURE ELECTRICAL SUPPLIES,LIMITED,,,UNIT 3 HIGHER BROADFIELD FARM,PILSWORTH ROAD,HEYWOOD,,OL10 2TA,07.08.2018,5500,Workshop and Premises,N,,0,0,Y,N,N
Ref:31528790004004,INTERNATIONAL AIR SUPPLIES,LIMITED,,,UNIT 4 HIGHER BROADFIELD FARM,PILSWORTH ROAD,HEYWOOD,,OL10 2TA,06.08.2018,5800,Workshop and Premises,N,,0,0,Y,N,N
Ref:31528790010034,WATERFOLD ASSET MANAGEMENT LTD,,,,SUITE 1 1ST FLR STERLING HOUSE,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,24.09.2018,1900,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:31528790020078,STERLING PROPERTY CO.LIMITED,,,,SUITE 2 1ST FLR STERLING HOUSE,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,24.09.2018,2750,OFFICES AND PREMISES,Y,24.09.2018,0,0,N,N,N
Ref:31528790030065,STERLING PROPERTY CO. LIMITED,,,,SUITE 3 1ST FLR STERLING HOUSE,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,12.03.2022,2325,OFFICES AND PREMISES,Y,12.03.2022,0,0,N,N,N
Ref:31528790506057,MW FULFILMENT LTD,,,,UNITS 5 & 6 BROADFIELD DISTRIBUTION,CENTRE,PILSWORTH ROAD,HEYWOOD,OL10 2TA,11.08.2021,249000,Warehouse and Premises,N,,0,0,N,N,N
Ref:31528791241612,STERLING PROPERTY CO. LIMITED,,,,CAR SPACE 1 STERLING HOUSE,WATERFOLD BUSINESS PARK,,,BL9 7BR,04.01.2016,300,CAR PARKING SPACE AND PREMISES,N,,0,0,N,N,N
Ref:31528791241613,STERLING PROPERTY CO. LIMITED,,,,CAR SPACE 2 STERLING HOUSE,WATERFOLD BUSINESS PARK,,,BL9 7BR,04.01.2016,300,CAR PARKING SPACE AND PREMISES,N,,0,0,N,N,N
Ref:31528791241614,STERLING PROPERTY CO. LIMITED,,,,CAR SPACE 3 STERLING HOUSE,WATERFOLD BUSINESS PARK,,,BL9 7BR,04.01.2016,300,CAR PARKING SPACE AND PREMISES,N,,0,0,N,N,N
Ref:31528791241615,STERLING PROPERTY CO. LIMITED,,,,CAR SPACE 4 STERLING HOUSE,WATERFOLD BUSINESS PARK,,,BL9 7BR,04.01.2016,300,CAR PARKING SPACE AND PREMISES,N,,0,0,N,N,N
Ref:31528791241616,STERLING PROPERTY CO. LIMITED,,,,CAR SPACE 5 STERLING HOUSE,WATERFOLD BUSINESS PARK,,,BL9 7BR,04.01.2016,300,CAR PARKING SPACE AND PREMISES,N,,0,0,N,N,N
Ref:31528791241617,STERLING PROPERTY CO. LIMITED,,,,CAR SPACE 6 STERLING HOUSE,WATERFOLD BUSINESS PARK,,,BL9 7BR,04.01.2016,300,CAR PARKING SPACE AND PREMISES,N,,0,0,N,N,N
Ref:31528791241618,STERLING PROPERTY CO. LIMITED,,,,CAR SPACE 7 STERLING HOUSE,WATERFOLD BUSINESS PARK,,,BL9 7BR,04.01.2016,300,CAR PARKING SPACE AND PREMISES,N,,0,0,N,N,N
Ref:31528791241619,STERLING PROPERTY CO. LIMITED,,,,CAR SPACE 8 STERLING HOUSE,WATERFOLD BUSINESS PARK,,,BL9 7BR,04.01.2016,300,CAR PARKING SPACE AND PREMISES,N,,0,0,N,N,N
Ref:31528791241622,STERLING PROPERTY CO. LIMITED,,,,CAR SPACE 9 STERLING HOUSE,WATERFOLD BUSINESS PARK,,,BL9 7BR,04.01.2016,300,CAR PARKING SPACE AND PREMISES,N,,0,0,N,N,N
Ref:31528791241623,STERLING PROPERTY CO. LIMITED,,,,CAR SPACE 10 STERLING HOUSE,WATERFOLD BUSINESS PARK,,,BL9 7BR,04.01.2016,300,CAR PARKING SPACE AND PREMISES,N,,0,0,N,N,N
Ref:31528791241624,STERLING PROPERTY CO. LIMITED,,,,CAR SPACE 11 STERLING HOUSE,WATERFOLD BUSINESS PARK,,,BL9 7BR,04.01.2016,300,CAR PARKING SPACE AND PREMISES,N,,0,0,N,N,N
Ref:31528791241625,STERLING PROPERTY CO. LIMITED,,,,CAR SPACE 12 STERLING HOUSE,WATERFOLD BUSINESS PARK,,,BL9 7BR,04.01.2016,300,CAR PARKING SPACE AND PREMISES,N,,0,0,N,N,N
Ref:31528791241646T1,STERLING PROPERTY CO. LIMITED,,,,SUITES 6-8 1ST FLR STERLING HOUSE,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,26.11.2020,8000,OFFICES AND PREMISES,Y,26.11.2020,0,0,N,N,N
Ref:31528791268271,IMPALA TRANSPORT SOLUTIONS LTD,,,,1ST FLR UNIT F1 BRIDGEWATER HOUSE,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,19.02.2024,15500,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:31528791268272,MONEYPENNY PROCUREMENT,SERVICES LTD,,,GND FLR UNIT F1 BRIDGEWATER HOUSE,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,19.02.2024,14250,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:31528791524526,NFU MUTUAL INSURANCE,ASSOCIATION LTD,UNIT E3 WATERSIDE HOUSE,,WATERFOLD BUSINESS PARK,BURY,LANCS,,BL9 7BR,04.10.2010,46500,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:31528791927815,AST HAMPSONS LLP,,,,1ST FLR UNIT B2,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,08.04.2023,23250,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:31528792146514,SPECIALIST LINES LTD,,,,CENTRIC HOUSE,UNIT E2 WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,01.03.2018,13750,OFFICES AND PREMISES,N,,0,0,Y,Y,N
Ref:31528792150744,ADM MANCHESTER LIMITED,,,,SUITES 4-5 1ST FLR STERLING HOUSE,WATERFOLD BUSINESS PARK,BURY,,BL9 7BR,03.04.2022,5400,Offices and Premises,N,,0,0,Y,N,N
Ref:31528792388963,GREENE KING PUB CO,,WATERFOLD FARM,,WATERFOLD PARK ROCHDALE ROAD,BURY,LANCASHIRE,,BL9 7BR,28.01.2011,139000,PUBLIC HOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31528792711333,STERLING PROPERTY CO LTD,,GND FLR STERLING HOUSE,,WATERFOLD BUSINESS PARK,BURY,LANCS,,BL9 7BR,20.07.2005,27500,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:31528792992682,BISCOR LIMITED,,UNIT 1,,BROADFIELD DISTRIBUTION CENTRE,PILSWORTH ROAD,HEYWOOD,LANCASHIRE,OL10 2TA,01.06.2015,75000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:315287930033793T1,ECOSCAPE UK LTD,,,,ECOSCAPE UK AT,HIGHER BROADFIELD FARM,PILSWORTH ROAD,,OL10 2TA,07.02.2020,140000,Warehouse and Premises,N,,0,0,N,N,N
Ref:31528793003795,DUTCH HYDROPONICS LTD,,,,UNIT 1 HIGHER BROADFIELD FARM,PILSWORTH ROAD,HEYWOOD,,OL10 2TA,01.04.2017,5800,Workshop and Premises,N,,0,0,Y,N,N
Ref:31528793751581,THE MAILING ROOM LIMITED,,UNIT D1,,WATERFOLD BUSINESS PARK,BURY,,,BL9 7BR,01.04.2020,45500,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:31528793835058,U VALUE INSULATION,,UNIT 3,,BROADFIELD DISTRIBUTION CENTRE,PILSWORTH ROAD,HEYWOOD,LANCS,OL10 2TA,27.05.2016,146000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31528794208735,PARK CAKES LIMITED,,,,UNIT 1 TRANSPENNINE 200,PILSWORTH ROAD,HEYWOOD,,OL10 2TA,06.07.2021,490000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31528794449132,IKON INTERNATIONAL DISTRIBUTION,LTD,UNIT 2 BROADFIELD INDUSTRIAL,ESTATE,PILSWORTH ROAD,HEYWOOD,LANCASHIRE,,OL10 2TA,10.02.2015,74500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31528794776233,TAMESIDE METROPOLITAN BOROUGH,COUNCIL,,,UNIT 8,BROADFIELD DISTRIBUTION CENTRE,PILSWORTH ROAD,HEYWOOD,OL10 2TA,10.11.2023,234000,WAREHOUSE AND PREMISES,Y,10.11.2023,0,0,N,N,N
Ref:31528795303180,SYMPATEC LTD,,GND FLR UNIT B2 WATERFOLD HOUSE,,WATERFOLD BUSINESS PARK,BURY,,,BL9 7BR,01.01.2008,22500,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:31528795706860,TOWER LOTTERY PARTNERSHIP LTD,,CORSHEO HOUSE UNIT C2,,WATERFOLD BUSINESS PARK,BURY,,,BL9 7BR,22.02.2019,30500,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:31528796003699,TREWAN SANDS CHILDRENS TRUST,,trewan sands childrens trust,pennine house,PENNINE BUSINESS PARK,PILSWORTH ROAD,HEYWOOD,LANCS,OL10 2TL,01.10.2010,27500,OFFICES AND PREMISES,N,,0,80,N,N,N
Ref:31528796991392,DUNSTERS FARM LTD,,DUNSTERS FARM LTD,,WATERFOLD BUSINESS PARK,BURY,LANCASHIRE,,BL9 7BR,09.06.2006,106000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31528797278713,ALLIANCE DISPOSABLES LTD,,UNIT 9,,BROADFIELD DISTRIBUTION CENTRE,PILSWORTH ROAD,HEYWOOD,LANCASHIRE,OL10 2TA,30.09.2015,187000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31528797806084,MARTIN-BROWER UK LTD,,UNIT 7 BROADFIELD DISTRIBUTION,CENTRE,PILSWORTH ROAD,HEYWOOD,LANCS,,OL10 2TA,31.08.2012,550000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31528798181924,TAMESIDE METROPOLITAN BOROUGH,COUNCIL,UNIT 4 BROADFIELD DIST PARK,,PILSWORTH ROAD,HEYWOOD,LANCS,,OL10 2TA,20.05.2023,105000,WAREHOUSE AND PREMISES,Y,20.05.2023,0,0,N,N,N
Ref:3152879918462B,IRON MOUNTAIN (UK) PLC,,IRON MOUNTAIN PENNINE BUSINESS,PARK,PILSWORTH ROAD,HEYWOOD,LANCASHIRE,,OL10 2TL,01.04.2005,210000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31534X92059442,RENATO NNK LTD,,GND & 1ST FLRS,,5-7 BRIDGE STREET,HEYWOOD,LANCS,,OL10 1JB,10.07.2022,31000,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:31534X95447857,SANTIO LTD,T/A DOMINOS PIZZA,,,GND FLR 7 BRIDGE STREET,HEYWOOD,LANCS,,OL10 1JB,30.07.2018,11750,SHOP AND PREMISES,N,,0,0,N,N,Y
Ref:31543700010084,ST JOSEPHS RC (H) PRIMARY,SCHOOL,ST JOSEPHS RC (H) PRIMARY,SCHOOL,POT HALL,HEYWOOD,LANCASHIRE,,OL10 2AA,01.04.2005,65500,SCHOOL AND PREMISES,N,,0,80,N,N,N
Ref:31543700020052,HOLY FAMILY RC & CE COLLEGE,,HOLY FAMILY RC & CE COLLEGE,,POT HALL,HEYWOOD,LANCASHIRE,,OL10 2AA,01.04.2005,242000,SCHOOL AND PREMISES,N,,0,80,N,N,N
Ref:31546100010082,KABERRY CONSTRUCTION LIMITED,,,,KABERRY CONSTRUCTION LTD,BURY NEW ROAD,HEYWOOD,,OL10 3JY,01.04.2005,8100,"OFFICES, STORE AND PREMISES",N,,0,0,Y,N,N
Ref:3154610033006A,JASON PLASTICS LTD.,,PRETTYWOOD JASON PLASTICS,,BURY NEW ROAD,HEYWOOD,LANCASHIRE,,BL9 7HZ,01.04.2005,53500,FACTORY AND PREMISES,N,,0,0,N,N,N
Ref:31546193028055,NICHOLL GARAGES & SHEDS LTD,,,,NICHOLL GARAGES,FRONT OF THE TILE SHOP,BURY NEW ROAD,BURY,BL9 7HY,01.04.2015,920,SALES OFFICE AND PREMISES,N,,0,0,Y,N,N
Ref:31546193028056,NORTHERN WALL & FLOOR LTD,,,,THE TILE SHOP,BURY NEW ROAD,BURY,,BL9 7HY,01.04.2015,32000,SHOP AND PREMISES,N,,0,0,N,N,Y
Ref:31546193028058,AMA FIC LTD,,AMAFIC LTD,,BURY NEW ROAD,BURY,LANCASHIRE,,BL9 7HY,11.10.2017,1575,SALES OFFICE AND PREMISES,Y,11.10.2017,0,0,N,N,N
Ref:31576800140049,PD TRADING MCR LIMITED,,,,29 PROSPECT STREET,HEYWOOD,,,OL10 2BB,11.02.2019,8200,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:31588X00180031,ROCHDALE MBC,,RMBC,,QUEEN STREET,HEYWOOD,LANCASHIRE,,OL10 4ND,01.04.2005,10500,SCHOOL AND PREMISES,N,,0,0,N,N,N
Ref:315977001200X3,ST LUKES C OF E PRIMARY SCHOOL,,ST LUKES C OF E PRIMARY SCHOOL,,QUEENS PARK ROAD,HEYWOOD,LANCASHIRE,,OL10 4XB,01.04.2005,92000,SCHOOL AND PREMISES,N,,0,0,N,N,N
Ref:31597700350002,THE HEYWOOD BOWLING CLUB LTD,,HEYWOOD BOWLING CLUB,,QUEENS PARK ROAD,HEYWOOD,LANCASHIRE,,OL10 4UY,01.04.2005,3250,BOWLING GREEN AND PREMISES,N,,0,0,Y,N,N
Ref:31597795376697,GREATER MANCHESTER POLICE,AUTH,GREATER MANCHESTER POLICE,,QUEENS PARK ROAD,HEYWOOD,,,OL10 4HA,01.04.2005,30250,POLICE STATION AND PREMISES,N,,0,0,N,N,N
Ref:3160080018003B,FCB BUILDING & ROOFING LTD,,,,121 RAILWAY STREET,HEYWOOD,LANCASHIRE,,OL10 1NH,07.11.2008,9100,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:31600890016512,THE WHISTLESTOP HEYWOOD LTD,,,,WHISTLESTOP CAFE,HEYWOOD STATION,RAILWAY STREET,HEYWOOD,OL10 1NL,21.06.2021,2850,CAFE AND PREMISES,N,,0,0,Y,N,N
Ref:31612X0001103A,3RD/4TH HEYWOOD (RAVENCROFT),SCOUT GROUP,,,3RD AND 4TH HEYWOOD SCOUT GROUP,REGENT STREET,HEYWOOD,LANCASHIRE,OL10 3BX,01.04.2005,2425,SCOUT HUT & PREMISES,N,,0,80,N,N,Y
Ref:31612X91080361,WOODLAND COMM PRIMARY,SCHOOL,WOODLAND COMMUNITY PRIMARY,SCHOOL,REGENT STREET,HEYWOOD,LANCS,,OL10 3BX,21.08.2006,143000,SCHOOL AND PREMISES,N,,0,0,N,N,N
Ref:31621700010088,MAB CONTRACT ENGINEERS LTD,,B AND D AUTOS (KNOWN AS UNIT 2),,RIVER STREET,HEYWOOD,LANCASHIRE,,OL10 4AB,07.08.2014,7600,VEHICLE REPAIR WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:31621700010162,DERBYSHIRE MOTORS LTD,,DERBYSHIRE MOTORS(KNOWN AS,UNIT 3),RIVER STREET,HEYWOOD,LANCASHIRE,,OL10 4AB,01.04.2005,7800,VEHICLE REPAIR WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:316217000400X5,WT BUILDING SERVICES LIMITED,,RIVER STREET WORKS,,RIVER STREET,HEYWOOD,LANCASHIRE,,OL10 4AB,19.08.2011,10500,GARAGE AND PREMISES,N,,0,0,Y,N,N
Ref:31621791627571,REEVE ENGINEERING LTD,,UNIT 1A,,RIVER STREET,HEYWOOD,,,OL10 4AB,21.09.2006,5300,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:31621791627574,ROCHDALE BOROUGH SHOPMOBILITY,,,,12 RIVER STREET,ROCHDALE,,,OL16 1RT,14.07.2015,3650,OFFICES AND PREMISES,N,,20,80,N,N,N
Ref:31639892632281,PLP CONSTRUCTION LTD,,,,30 ROCHDALE LANE,HEYWOOD,,,OL10 1PF,21.12.2012,16750,WAREHOUSE AND PREMISES,N,,0,0,N,Y,N
Ref:31639896649861,SRB PLANT HIRE LTD,,,,MAYFREIGHT YARD,30 ROCHDALE LANE,HEYWOOD,LANCS,OL10 1PF,01.10.2013,13000,WORKSHOP OFFICE AND PREMISES,N,,0,0,Y,Y,N
Ref:31645093010784,PREMIER TANK SERVICES LIMITED,,,,40 ROCHDALE ROAD,HEYWOOD,,,OL10 1LE,13.02.2012,21250,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:31648500010082,WAYLAND SHEET METAL &,FABRICATIONS LTD,PREMIER IRONWORKS,,ROCHDALE ROAD,HEYWOOD,LANCASHIRE,,OL10 1LD,01.04.2005,30750,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:31651300010086,L J K W LTD,,,,1 ROCHDALE ROAD EAST,HEYWOOD,LANCASHIRE,,OL10 4DX,23.12.2013,9700,RESTAURANT AND PREMISES,N,,0,0,Y,N,N
Ref:31651300330063,HAKIM'S PROPERTIES LTD,,,,ALBANY HOTEL,87-89 ROCHDALE ROAD EAST,HEYWOOD,LANCASHIRE,OL10 1DX,30.05.2024,7200,PUBLIC HOUSE AND PREMISES,Y,30.05.2024,0,0,N,N,N
Ref:31651391950076,FIERO LIMITED,T/A BELLA SERA RESTAURANT,,,13-15 ROCHDALE ROAD EAST,HEYWOOD,LANCS,,OL10 4DX,01.04.2020,8900,RESTAURANT AND PREMISES,N,,0,0,Y,N,N
Ref:31651394844376,KWIK FIT (GB) LTD,,KWIK FIT,,ROEACRE BUSINESS PARK,BRADSHAW STREET,HEYWOOD,LANCS,OL10 1PN,12.08.2011,45000,TYRE AND EXHAUST CENTRE AND PREMISES,N,,0,0,N,N,N
Ref:31651394844377,NORTH WEST OFFICE FURNITURE,LTD,,,UNIT 4A ROEACRE BUSINESS PARK,BRADSHAW STREET,HEYWOOD,,OL10 1PN,11.05.2023,14000,Warehouse and Premises,N,,0,0,Y,N,N
Ref:31651395371562,H H KITCHENS LTD,T/A CAPRINOS PIZZA,,,3 ROCHDALE ROAD EAST,HEYWOOD,,,OL10 4DX,15.06.2020,7700,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:31651395371569,VIBES FOOD BOX LIMITED,,,,5 ROCHDALE ROAD EAST,HEYWOOD,,,OL10 4DX,28.04.2023,7000,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:31651396456245,ALDI STORES LIMITED,,ALDI ROEACRE BUSINESS PARK,,BRADSHAW STREET,HEYWOOD,LANCS,,OL10 1PN,07.05.2009,234000,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:316548000400X1,FLEET GRAFIX LIMITED,,,,14-18 ROCHDALE ROAD EAST,HEYWOOD,LANCASHIRE,,OL10 4DX,01.07.2017,12000,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:31654862863159,FORIS OUTDOOR LIMITED,,MAIDEN NO 1837 & 02 GABLE,14-16,ROCHDALE ROAD EAST,HEYWOOD,LANCASHIRE,,OL10 4DX,15.11.2022,2500,ADVERTISING RIGHT,N,,0,0,N,N,N
Ref:31654890187621,RYECROFT PLANT HIRE LTD,,,,RYECROFT PLANT HIRE LTD,RYECROFT FARM,ROCHDALE ROAD EAST,HEYWOOD,OL10 1RJ,01.04.2022,9100,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:31654891272244,UK COSTUMES 4U LTD,,,,22/24 ROCHDALE ROAD EAST,HEYWOOD,LANCASHIRE,,OL10 1PX,01.09.2017,7100,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:31657248431852,LINK-ABILITY,,,,13 ROCK STREET,HEYWOOD,LANCS,,OL10 2AH,01.11.2009,1575,OFFICE AND PREMISES,N,,0,80,N,N,N
